creat001,English,Creative Writing Seminar,fall,FALSE,"11, 12","We hear of a strange or funny or tragic event, and we can't stop thinking about it: we wonder what it was like to experience. How were the people involved changed by it, if at all? Why do some of us persevere while others do not? What makes us unique but also universal, sharing in our common humanity? What makes us us? And where do we go from here? What happens next? Creative Writing is an introductory course for anyone interested in learning how to write stories more honestly and deeply. It is open to those who have never written fiction before, or have been writing for years. The only prerequisite is that you be sincere in your desire to grow as a writer. There will be some assigned reading, but the bulk of the semester's work will be your daily writing, where you just may, as the late short story writer, Grace Paley, said, write what you don't know you know."
apsen001,English,AP Senior English _ Literature & Composition,two semesters,TRUE,12,"This course is designed as a first year college level English course. Students study extensively and intensively a variety of works from both the American and English literary traditions and from various time periods from the sixteenth century to the twenty-first century. By confronting challenging reading and writing assignments, AP Literature students learn to become skilled, mature, critical readers, as well as practiced, logical, succinct writers. Students must maintain a B+ average in Junior English in order to be recommended to take this course. AP Literature and Composition meets for an additional class period each week and there are additional reading and writing requirements during the summer and other vacations. Students must sit for the AP Literature and Composition exam in May."
algeb001,Mathematics,Algebra I,two semesters,FALSE,"9, 10, 11, 12","This is a logical development of a first course in algebra - the foundation emphasizing basic concepts, understanding, and fundamental skills. The course content includes the real number system, algebraic symbolism and its application (translating from English to mathematical language), applied problem-solving, graphs, exponents, radicals, linear and quadratic relations, factoring, rational expressions, equations and inequalities."
geome001,Mathematics,Geometry,two semesters,FALSE,"9, 10, 11, 12","In this course the students are introduced to Euclidean Geometry. The challenge of being able to solve problems using the components of deductive structure and employing traditional, coordinate, and transformational approaches makes the course both fun and rigorous. Additionally, the course strives to integrate algebra and geometry, as these disciplines are made richer by building on each other."
algeb002,Mathematics,Algebra II,two semesters,FALSE,"9, 10, 11, 12","This is an intermediate course which redevelops the concepts of Algebra I and extends them to a more mature understanding of inequalities; polynomial functions; graphing techniques; rational, real, and complex number systems; and introductions to exponential and logarithmic functions. Algebra I and Geometry are thus blended together in the analytic geometry of Rene Descartes. Students will also apply these concepts and skills to the solution of real world applied problems. This course is appropriate for those students whose background indicates a need for a more in-depth review of algebra skills, and moves at a slower pace than MA 31-32. Students enrolled in this course will be required to take MA 39 Functions, Statistics and Trigonometry."
algeb003,Mathematics,Algebra II with Trigonometry,two semesters,FALSE,"9, 10, 11, 12",This accelerated course offers a faster pace and deeper coverage of the topics considered in MA 29-30 and introduces trigonometric functions. Students are likely to continue to MA 45-46 and MA 55-56; some will move to MA 39-40 or MA 41-42. Students are ready for the Math Level I SAT II Test after this course.
honor001,Mathematics,Honors Algebra II with Trigonometry,two semesters,FALSE,"9, 10, 11, 12","This honors course offers deeper coverage of the topics considered in MA 31-32 and introduces sequences, series, and probability. Students are likely to continue to MA 47-48 and MA 57-58; some will move to MA 45-46 and MA 55-56. Students are ready for the Math Level I SAT II Test after this course."
funct001,Mathematics,"Functions, Statistics, and Trigonometry",two semesters,FALSE,"9, 10, 11, 12","This course completes the Algebra II requirement for students who have taken MA 29-30. Algebra II skills are reinforced and new topics include trigonometry, sequences and series, as well as statistical analysis. Students are likely to continue on to MA 41-42, and in some cases be eligible for MA 4546. Students are ready for the Math Level I SAT II Test upon completion of MA39."
stati001,Mathematics,Statistics,two semesters,FALSE,"11, 12","Through the study of elementary combinatorics, probability, and descriptive statistics students will learn to deal with the plethora of data that confronts us daily. What part does chance play in our lives? What inferences can be drawn from masses of statistics? How valid are they? What do we mean when we say an occurrence is unexpected? What can be predicted? One outcome should be the recognition of the misuse of statistics by those advertisers, politicians, and the like who bombard us with ""evidence"" for taking their positions. (11 th and 12 th graders only; can be taken concurrently with another mathematics course with department approval.)"
preca001,Mathematics,Precalculus,two semesters,FALSE,"9, 10, 11, 12","(The traditional sequence may include an extension of material from the first three courses: algebraic structure and proof, the elementary functions, conic sections, sequences, the binomial theorem and mathematical induction, and elementary probability.) Some introduction to the ideas related to the calculus is also included. This first course beyond the academy's requirement is strongly encouraged as the goal of all students. It has fast become a necessary part of a fuller education, useful to those wishing to maximize their options for college majors and employment opportunities as well as those aspiring toward the sciences or mathematics."
honor002,Mathematics,Honors Precalculus,two semesters,FALSE,"9, 10, 11, 12","This honors course offers deeper coverage of the material than the MA 4546 Precalculus course. The elementary functions are completely explored with the assistance of a graphing calculator. Other areas such as limits, mathematical induction, polar coordinates, and vectors will be included in the course. In the last quarter of the course, students will start AP Calculus. (AP Calculus is the usual sequel.)"
advan001,Mathematics,Advanced Precalculus with an Introduction to Calculus,two semesters,FALSE,"9, 10, 11, 12","This is a year-long course with two major segments. The first portion of the course is an in-depth examination of ideas such as vectors, matrices, systems of linear and non-linear equations, sequences and series. The second portion of the course introduces students to the major themes of calculus, specifically the limit, the derivative, and the definite integral. This segment is designed to prepare students for a traditional college calculus course."
apsta001,Mathematics,AP Statistics,two semesters,FALSE,"11, 12","The goal of the course is to introduce students to the major concepts and tools for collecting, analyzing, and drawing conclusion from data. Students will be exposed to four main conceptual ideas: Exploring Data, Planning a Study, Anticipating Patterns, and Statistical Inference. (MA 45-46 is a prerequisite; Advanced Placement Exam administered in mid-May is required; can be taken concurrently with another mathematics course (including MA 47-48) with department approval.)"
abcal001,Mathematics,AB-Calculus,two semesters,FALSE,"9, 10, 11, 12","This introduction to The Calculus includes analytic geometry, introductory limit theory and continuity, differential and integral calculus of the elementary functions, geometric motivation and formalism, and applications to graphing and to economics, physical sciences, and life-sciences. (MA 47-48 is the usual prerequisite; Advanced Placement Exam administered in mid-May is required.)"
bccal001,Mathematics,BC-Calculus,two semesters,FALSE,"9, 10, 11, 12","In addition to the material covered in AB-Calculus not already covered in MA 48, topics include limit theory, continuity and convergence, power and Taylor series, elementary differential equations, methods of integration, approximation techniques, polars, vectors, and parametrics. (MA 47-48 or MA 55-56 is a prerequisite; Advanced Placement Exam administered in mid-May is required.)"
advan002,Mathematics,Advanced Placement Computer Science Principles,two semesters,FALSE,"9, 10, 11, 12","AP Computer Science Principles offers a multidisciplinary approach to teaching the underlying principles of computation. The course will introduce students to creative aspects of programming, using abstractions and algorithms, working with large data sets, understandings of the Internet and issues of cyber security, and impacts of computing that affect different populations. Computer Science Principles will give students the opportunity to use current technologies to solve problems and create meaningful computational artifacts. The course will involve both individual and collaborative projects. The course is open to all students; no prior programming experience is required. The course can be taken concurrent with CS 51."
advan003,Mathematics,Advanced Placement Computer Science A,two semesters,FALSE,"9, 10, 11, 12","This year-long course in algorithms, object-oriented programming, and data structures is guided by the course description of the College Board's A-level Advanced Placement exam in Computer Science. The course covers Java language syntax and style, classes and interfaces, lists and iterators. It will also cover the concepts of object-oriented programming, relating them to Java classes, fields, and methods. Prerequisite for the course is teacher recommendation."
globa001,History and Social Studies,Global & U.S. Citizenship,two semesters,TRUE,9,"American Citizenship: Half of the freshman year history program, this one-semester course focuses on the U.S. Constitution and the rights and responsibilities of American citizenship. A core textbook, novels, movies and current events will illuminate these themes. Students will engage in a semester-long writing project exploring a public issue of their choosing. (Normally in the 9 th grade.); Global Citizenship: The other half of the freshman-year history program, this one-semester course is a comparative study of government responses to human rights violations. Students will study a wide range of topics including the American Civil Rights movement, the Nazi Holocaust, the Rwandan genocide and the Islamic Revolution in Iran. Students will explore the political and social developments that permit such tragedies as well as their own values as citizens of the world. Through this course, student will be exposed to geography and non-Western cultures. (Normally in the 9 th grade.)"
apmod001,History and Social Studies,AP Modern European History,two semesters,FALSE,"11, 12","This Advanced Placement course is a study of the social, economic, cultural, intellectual, political, and diplomatic history of modern Europe, and Europe's place in the history of the world from the fall of Constantinople to the fall of the Berlin wall and the Soviet Union. The course will be taught at a level and rigor equivalent to that required of students in a college freshman or sophomore Modern European History course. Students will develop an understanding of the major periods, ideas, movements, trends, and themes that characterize European history from approximately 1450 (the high Renaissance) to the present. Students will develop the ability to analyze historical evidence and express understanding and analysis in writing. The course will prepare students for the College Board Advanced Placement examination in European History. Juniors and seniors are eligible for this course with permission of the History Department. Students are required to take the A.P. exam."
world001,History and Social Studies,World History,two semesters,FALSE,"9, 10, 11, 12","This survey course covers a wide breadth of material from the great ancient civilizations of the ancient world in the Mediterranean, Africa, Asia and the Americas to the destructive world wars of the 20th century. In the first part of the course, important themes common to all cultures will include the development of government and bureaucracies, trade and commerce and art and architecture. he evolution of philosophy and religions will also be a major theme throughout the course as students will study not only the major monotheistic religions of Judaism, Christianity and Islam, but also will be introduced to Hinduism, Buddhism, Confucianism, Daoism and Zoroastrianism. In the second half of the course, students will embark on a chronological journey from the European Renaissance to World War II. Key topics will include developments in science and philosophy, revolutions, exploration, imperialism and technology."
apwor001,History and Social Studies,AP World History,two semesters,FALSE,"9, 10, 11, 12","The Advanced Placement World History course presents a detailed account of human history. The course's main purpose is to develop a greater understanding of the evolution of global social, political, and economic processes by studying the growth and interaction of various human societies. This understanding is advanced through a combination of selective factual knowledge and appropriate analytical skills. The course emphasizes relevant factual knowledge deployed in conjunction with leading interpretive issues and types of historical evidence. The course builds on an understanding of cultural, institutional, and technological precedents that, along with geography, set the human stage. The content of this course will prepare you for the College Board Advanced Placement national exam in May. Students are required to take the A.P. exam."
unite001,History and Social Studies,United States History,two semesters,TRUE,"11, 12","This chronological survey focuses on significant political, social, and economic developments in the nation's history. We start with the arrival of English colonists in Jamestown and end with the 1980s Reagan Revolution, concentrating on the growth of our diverse population, the evolution of the US political system, the rise of the US economy, cultural change, and interactions with the rest of the world. Students work from primary and secondary sources, write position papers and analytical essays, and research and write a 10-to-15-page thesis. (Prerequisite: two semesters of history; 11 th or 12 th grades.)"
apuni001,History and Social Studies,AP United States History,two semesters,TRUE,"11, 12","AP U.S. History students will undertake an intensive study of United States history. The syllabus emphasizes the content required to excel on the AP examination as well as the skills needed to write effective DBQ (document-based question) and free-response essays. Students work with primary source documents and analytical material in examination of the political, economic, constitutional and social history of the United States. Students are required to take the AP exam in May and to write a major research paper at least 15 pages long. (Departmental approval is required; 11 th or 12 th grades.)"
appsy001,History and Social Studies,AP Psychology,two semesters,FALSE,12,"The Advanced Placement course in psychology presents the student with a rigorous examination of the scientific nature of the discipline and the research methodology that directs the study of human and animal behavior and mental processes. Students will also gain an understanding of the ethical considerations that guide psychologists and their practices. In addition to examining the science of psychology and the various theoretical approaches that are used, a major focus will be the subfields that exist within psychology. Some of these areas include the psychology of learning, cognition, developmental psychology, social psychology, personality theory, physiological psychology, psychopathology and diagnosis and treatment of specific disorders. The class will be taught as a college level course and thus expectations will be commensurate with those of students who possess advanced skills in writing and critical thinking. Students are required to take the AP exam in May. (Department approval required; normally in the 12 th grade.)"
apusg001,History and Social Studies,AP US Government & Politics,two semesters,FALSE,12,"Advanced Placement United States Government and Politics introduces students to key political ideas, institutions, policies, interactions, roles, and behaviors that characterize the political culture of the United States. The course examines politically significant concepts and themes, through which students learn to apply disciplinary reasoning, assess causes and consequences of political events, and interpret data to develop evidence-based arguments. Students are required to take the AP exam in May. (Department approval required; normally in 12th grade.)"
postw001,History and Social Studies,Post-War America,fall,FALSE,12,"From Yalta to Megatrends - This course will cover the dramatic emergence of the United States following the Second World War, through the impending Cold War, Vietnam, and Watergate. We will also consider America in the '80's under President Reagan and conclude by speculating about the future. A focus of the course will be comparing the 50s to the 60s and discussing which decade best fulfills the ideals that America professes. (Normally in the 12 th grade.)"
women001,History and Social Studies,Women's Studies,spring,FALSE,"11, 12","Women's Studies is a semester long course for 11th and 12th grade students designed to introduce students to selected topics within the field of women's studies. It is not a comprehensive course, but rather one that discusses selected topics, with a focus particularly on American women. Every week, the students will pursue discovery of a new topic through reading, discussion and a presentation by a visiting instructor. This is designed as a collaboratively taught college style seminar, with a similar workload to a traditional course, but only meeting twice a week. One of these sessions will be an evening session on Mondays from 6pm until 8pm, when guest speakers will introduce a new topic to the class for that week. (Also meets spring Sr English requirement)"
afric001,History and Social Studies,African History,spring,FALSE,12,"This course will focus on sub-Saharan Africa, examining traditional societies, the impact of colonialism, and recent social, political and economic developments in the post-colonial period. Although emphasizing the diversity within the continent, the course will also provide a basic framework by which to study the region. (Normally in the 12 th grade.) (Also meets spring Sr English requirement)"
supre001,History and Social Studies,"Supreme Court, Constitution & Current Issues",fall,FALSE,12,"This course looks at how cases wind their way to the highest court in the land and what factors influence judicial ruling. The first half of the course looks at the evolution of the Supreme Court's interpretation of the federalism and commerce clauses from the Marshall to the Roberts courts. During the second half of the course, students will conduct quasi-independent research of the Court's interpretation of a civil liberty of their choosing. (Normally in the 12th grade)."
honor003,History and Social Studies,Honors Microeconomics,fall,FALSE,"10, 11, 12","Concepts in this course will include the behavior of consumers and producers and decisions facing individuals and firms. To illuminate these concepts, students will pursue a traditional introduction to concepts such as the laws of supply and demand, opportunity cost, the marginal principle, the principle of diminishing returns and the principle of voluntary exchange. Additionally, students will consider the evolution of man's economic behavior and the theories that have risen to describe that behavior, We will address the contrast of Behavioral Economics to traditional models predicated on perfectly rational decision-making. Current events will provide opportunities for practical application of course material. Students will be encouraged to use the language and concepts of economics to explore their positions on issues such as the environment, efficiency, government policy, income distribution and wealth disparities. Motivated and able students should be well-prepared to take the AP Microeconomics exam. (This course is open to 10th, 11th and 12th grades.)"
honor004,History and Social Studies,Honors Macroeconomics,fall,FALSE,"10, 11, 12","Concepts in this course will include growth and production, inflation, employment, financial markets, monetary and fiscal policy, aggregate supply and demand, the national and international economy. Students will consider the welter of statistics used to describe and predict economic fluctuations. An on-line stock market project and discussion of current events will provide opportunities for practical application of course material. Similar to their experiences in the fall, students will be encouraged to use the language and concepts of economics to explore their positions on issues such as the environment, economic growth, government policy, income distribution and wealth disparities. Motivated and able students should be well-prepared to take the AP Macroeconomics exam. (This course is open to 10th, 11th and 12th grades.)"
frenc001,Foreign Language,French I,two semesters,FALSE,"9, 10, 11, 12","First-year French is for students who have had little or no exposure to French. Taught with a thematic and communicative approach, this course encourages students learning vocabulary in context while acquiring basic patterns of the language. Daily emphasis on conversation is enhanced by technological auditory resources, encouraging the development of aural-oral skills. Students will develop their knowledge of the geography, cultures and lifestyles of the French-speaking world through exposure to visual and literary works."
frenc002,Foreign Language,French II,two semesters,FALSE,"9, 10, 11, 12","Second-year French continues and extends the goals of first-year French, broadening students' grammatical base, increasing vocabulary acquisition and circumlocution skills, and continuing to present culture through cultural comparison and other means, including visual and printed material. While the four major language skills (speaking, listening, reading, and writing) are stressed, special attention is paid to cultivating students' self-confidence in initiating use of the language. As before, students work both independently and collaboratively. Course work is conducted principally in French."
frenc003,Foreign Language,French III,two semesters,FALSE,"9, 10, 11, 12","In third-year French, students learn the remaining major verb tenses and grammatical concepts. All skills scaffolded during the first two years are built upon: vocabulary acquisition, circumlocution, oral and written self-expression, reading comprehension. At this level, students are asked to think critically about social and global issues and exchange views about topics of international interest and concern. Sources include printed, audio, and visual media. Course work is conducted in French."
honor005,Foreign Language,Honors French III,two semesters,FALSE,"9, 10, 11, 12","Students continue the study grammatical concepts through a thematic approach, increasing vocabulary while continuing to develop reading, writing, speaking, and listening skills. The communicative approach encourages students to use their language skills more actively and at a more sophisticated level in both written and spoken French. Through increased vocabulary and cultural awareness, students are able to engage in discussion of global issues in the Francophone world. Course work is conducted entirely in French."
frenc004,Foreign Language,French IV,two semesters,FALSE,"9, 10, 11, 12","This fourth level course is taught using a proficiency-oriented approach, enabling students to establish confident connections to the French language. Emphasizing the use of practical and authentic phrases, the focus of this course is to facilitate students' ability to communicate effectively in the target language. Grammar is reinforced and clarified through daily discussion of current events in the Francophone world. Short films and videos are used to enhance aural comprehension. Students read and discuss short works of French literature, thus gaining an increased working vocabulary and an improved knowledge of the Francophone culture."
honor006,Foreign Language,Honors French IV,two semesters,FALSE,"9, 10, 11, 12","This French immersion course is for students with a high level of competency in written and spoken French, who are interested in discussing global and social themes in depth. In this pre-AP course, students will continue to increase their vocabulary base while undertaking themes such as the environment, technology, human rights, tolerance, and the psychology of decision making. Each unit features parallel grammatical study. Students will research and discuss current events in the Francophone world through literature, podcasts and articles, and will maintain a class blog. At the end of this course students are well prepared to enter the FR 53 AP course or take the (optional) SAT II test in French."
frenc005,Foreign Language,French V,two semesters,FALSE,"9, 10, 11, 12",The description for this course is the same as that for FR 41. The syllabus is alternated from year to year so that students at both levels can study in the same class without duplication.
honor007,Foreign Language,Honors French V,two semesters,FALSE,"9, 10, 11, 12","This advanced level seminar-style course will explore the powerful works of Francophone authors and filmmakers. The relevance of these cultural themes is reinforced through a parallel study of current global events. Students will explore the role of the individual and relate their ideas to our contemporary society. Conducted entirely in the French language, this course will feature debates and discussions based on themes of justice, power, language, truth, freedom, responsibility and solidarity. Students will analyze and reflect on cultural values through written and visual work. With the goal of developing global and cultural awareness, students will research and present of current events, participate in class debates, and produce written responses to a news event of choice. An increased respect of cultures in the Francophone world forms the basis for comparison and perspective of one's own community. Students will be encouraged to find their voice in French, think critically, and explore their own values in relation to others'. The course will culminate with a substantial project of choice to be presented in the final week."
apfre001,Foreign Language,AP French V,two semesters,FALSE,"9, 10, 11, 12","This course is designed to prepare advanced language students for the demanding Advanced Placement Examination in French Language and Culture. An intensive review of grammar, vocabulary and multimedia authentic sources is conducted. Advanced composition and conversation skills are stressed. Once enrolled in this course, students are involved in a rigorous course of instruction and required to take the Advanced Placement Examination in addition to other course assessments."
germa001,Foreign Language,German I,two semesters,FALSE,"9, 10, 11, 12","Basic communication skills, both oral and written, are introduced in this course, with an emphasis on daily conversation. Some elementary readings are introduced. Most course work is conducted in German, and multimedia materials are utilized, including online German newspapers, to enrich classroom instruction."
germa002,Foreign Language,German II,two semesters,FALSE,"9, 10, 11, 12","Basic mastery of grammar underpins this course, with more emphasis on writing and vocabulary acquisition. Students develop a broader, more confident active command of the language as well. Readings serve to introduce students to more idiomatic expressions. Much course work is conducted in German and online news sources as well as You Tube videos are utilized to supplement and enrich classroom instruction."
germa003,Foreign Language,German III,two semesters,FALSE,"9, 10, 11, 12","This course emphasizes communication skills as well as mastery of basic grammar. Students also broaden their horizons with respect to German civilization, history, and literature as well. Course work is conducted primarily in German and online resources enrich classroom instruction. During the second semester, students participate in the German Theater Festival, choosing a play, story or movie that they would like to perform. They then write a script in German, memorize lines and create costumes, scenery and props for the mid-May performance."
honor008,Foreign Language,Honors German III,two semesters,FALSE,"9, 10, 11, 12","Honors German III is intended for highly motivated students who are ready to begin an intensive reading, writing and speaking program in a faster-paced and more challenging environment. Students begin reading short stories by contemporary authors, progress to popular plays and finish with a short novel. A challenging writing program parallels the reading curriculum beginning with journaling and graduating to weekly themes. Rewriting at this level challenges students to digest/use much of the grammar they have learned in previous years. Class work will be conducted in German and will invite students to make weekly presentations in the target language and to engage in daily conversations about topical themes, thereby strengthening and broadening their vocabulary. During the second semester, students participate in the German Theater Festival, choosing a play, story or movie that they would like to perform. They then write a script in German, memorize lines and create costumes, scenery and props for the mid-May performance."
germa004,Foreign Language,German IV,two semesters,FALSE,"9, 10, 11, 12","This course builds upon work done in German Three and offers a comprehensive review of grammar, regular writing assignments, and regular discussions about current events in the European Union. Course work is conducted in German and multi-media materials are utilized to enrich classroom instruction. During the second semester, students participate in the German Theater Festival, choosing a play, story or movie that they would like to perform. They then write a script in German, memorize lines and create costumes, scenery and props for the mid-May performance."
honor009,Foreign Language,Honors German IV,two semesters,FALSE,"9, 10, 11, 12","Honors German IV is designed for highly motivated students who are ready to continue an intensive reading, writing and speaking program in a faster-paced and more challenging environment. Students continue to read short stories by contemporary authors, as well as popular plays. They also read a longer novel. A challenging writing program parallels the reading curriculum with journaling, weekly themes and a longer paper connected with literature, history, or culture. Class work is conducted in German and invites students to make periodic presentations in the target language and to engage in daily conversations about topical themes. Strong course performance helps prepare the student for the (optional) German Language SAT II test. During the second semester, students participate in the German Theater Festival, choosing a play, story or movie that they would like to perform. They then write a script in German, memorize lines and create costumes, scenery and props forthe mid-May performance."
germa005,Foreign Language,German V,two semesters,FALSE,"9, 10, 11, 12",Students in this course generally join GR 53 and participate fully in its curriculum without taking the AP Examination.
apger001,Foreign Language,AP German,two semesters,FALSE,"9, 10, 11, 12","This course prepares students for the Advanced Placement German Language and Culture Examination. Intensive reading, writing, and speaking segments highlight AP classes. Familiarization with the format of the exams as well as focused test-taking strategies and frequent practice sessions are also key elements of the course. Instruction is both rigorous and intensive by design for serious and motivated German students. During the second semester, students participate in the German Theater Festival, choosing a play, story or movie that they would like to perform. They then write a script in German, memorize lines and create costumes, scenery and props for the mid-May performance."
latin001,Foreign Language,Latin I,two semesters,FALSE,"9, 10, 11, 12","This course uses the vibrant Ecce Romani I text to investigate basic vocabulary, forms, grammar, translation, and reading comprehension. Each chapter features a challenging and fun Latin story that follows events in the life of the Cornelius family. These readings present the key concepts of each chapter and also provide the fundamental components of learning the Latin language. The text also offers English readings that examine Roman culture and history, mythology, and the influence Roman civilization has on our own. Students take the Level I National Latin Exam."
latin002,Foreign Language,Latin II,two semesters,FALSE,"9, 10, 11, 12","The Ecce Romani II text follows the pattern established in Latin I by providing interesting and more complex chapter readings as the Cornelius family engages in life at Rome. After a rapid review of Latin 1 material, students encounter vocabulary, forms, grammar, translation, and reading comprehension that become more intricate from one chapter to the next. In addition, English readings ask students to consider deeper cultural and historical topics. Students take the Level II National Latin Exam."
latin003,Foreign Language,Latin III,two semesters,FALSE,"9, 10, 11, 12","This course uses the Ecce Romani III text to focus on authentic Latin readings about some of the exciting events and interesting personalities from the First Centuries B.C. and A.D. In the early chapters, students review previously learned Latin forms and grammar and study the final topics of Latin grammar in subsequent chapters. The thought-provoking readings in each chapter by authors such as Eutropius, Asconius, Cicero, and Augustus are geared to help students improve their translation skills as well as invite discussion of literary and cultural themes. An introduction to Latin poetry (possible authors include Catullus, Vergil, and Ovid) is included in the second semester. Students take the Level III National Latin Exam. Strong course performance helps prepare students for the (optional) June Latin SAT Latin subject test and possibly selection to take Advanced Placement Latin IV."
